sentence,label
Exactly...ஆச்சரியம் என்னன்னா.. க்யூல யாருக்குமே சலிப்பு கூட வரல...,Disgust
GST வரிகளிலிருந்து சானிட்டரி நாப்கின்களுக்கு விலக்கு அளித்தது GST கவுன்சில்!100க்கும் மேற்பட்ட பொருட்களுக்கான ஜிஎஸ்டி வரி குறைப்பு..! | | pic.twitter.com/d1ihldlbgd,Disgust
Helmetபோடாமா போறாரு இவருக்கு எல்லாம் விலக்கு கொடுத்து இருக்காங்களா?,Disgust
அசிங்கமாக பேசி விடுவேன் நாயே மரியாதையாக பேசு,Disgust
அசிங்கம் அசிங்கமா கேட்ருவேன் மூடிட்டு ஓடிரு,Disgust
அட நானா சிவனை தேடுனேன் நானா வாழ்க்கைய வெறுத்தேன் நானா அனைத்து ஆசைகளையும் துறந்தேன் நானா போயா தர்மத்தை செய்ய ஆரமிச்சேன்! அட போங்க எல்லாமே சொல்லி வச்ச மாதிரி நடக்குது!,Disgust
"அடேய்..எங்க சிங்கத்தை , செருப்பால் அடித்து, அசிங்கத்தை ஏற்படுதிய 😀😀😀டெல்லிக்காரன் யாருடா!",Disgust
அதற்க்காக இப்படி அசிங்கமாக பேச வேண்டாமே,Disgust
அதீத அன்பும் உன்னில் கண்டேன்💕அதீத வெறுப்பும் அதனால் உன்னில் கண்டேன்💖அன்பால் பொங்கிய உன்னிதயமும் என்னாலே💜வெறுப்பால் பொங்கிய நின் கண்களும் என்னாலே😒இனியும் நானில்லை என்றாய்💙உன் கண்ணீரும் வீணாக தேவையில்லை என்றேன்😒😓 pic.twitter.com/kAnJkx37bx,Disgust
அதுவும் சரிதான் ப்ரோ... ஆனால் கூலி வேலை பார்த்துட்டு அழுக்கு ஆடைகளோடு சைவ ஹோட்டல் பக்கம் சாப்பிட போன இட்லி இருந்தாலும் இல்லைனு சொல்லிருவாங்க ஆனால் அசைவ ஹோட்டல் அப்புடி இல்லை புரோட்டா சால்னா முட்டை பொரியல் ஆம்ப்லேட் னு கேட்காமலே இலைக்கு வரும்.. I hate you saiva hottel😁,Disgust
அதை மட்டும் ஏன் பன்னி கட் பன்னி போடுர என் கிட்ட முழு பிரோமோ கிலிப்பும் இருக்கு இதுலயே தெரியலயா உன்னோட பாமக வெறுப்பை,Disgust
அப்படி இல்லஇங்கே ஒருத்தர் ஆங்கில அறிவே அசிங்கம்அரபி படிப்பது குற்றம் என்றும்அவர்கள் திம்மி சாதி என்று பத்து போட்டதுக்கு தான் இந்த பதிவு,Disgust
அப்படி மட்டும் நடந்தால் எல்லோரும் இதை வெறுப்பது உருதி.....,Disgust
அப்படியா. சரி இந்த அறிக்கை கொடுத்தது யாருப்பா. எந்த பேரிடம் இதை கேட்டானாம். எந்த வெளிநாட்டு நாயோ அரசியலுக்காக செய்வதை கூட அறியாமல் சொந்த நாட்டையே அசிங்கமாக பேச வேண்டாம் ...,Disgust
அரசியல்வாதிகள் காட்டுகின்றனர் அலட்சியம்!! 2021ல் உங்களால் வெல்லும் pic.twitter.com/x42vhVifRi,Disgust
அரசின் அலட்சியத்தால் தமிழகத்திற்கு வர வேண்டிய முதலீடுகள் வேறுமாநிலங்களுக்கு போகின்றன : ராமதாஸ் …,Disgust
அரசின் அலட்சியத்தால் தமிழகத்திற்கு வர வேண்டிய முதலீடுகள் வேறுமாநிலங்களுக்கு போகின்றன : ராமதாஸ் pic.twitter.com/UdvU1dpmqh,Disgust
"அரசு பெற்றுத் தர தவறியதால் மக்கள் போராட வேண்டியதாயிற்று.மக்களின் கவலைகளில் ஆளும் கட்சி (மாநில, மத்திய) பேச்சாளர்களின் அலட்சியம், ஆணவம், சூட்சுமம் அதிர்ச்சி அளிக்கிறது.",Disgust
அருமையான நடிப்பு.. வெட்கம்வீரம்கருணைஅற்புதம்சிரிப்புபயம்அருவருப்புகோபம்அமைதி...ஆன கடைசி வரை ராகுலுக்கு பதிலே இல்லை,Disgust
அலட்சியத்தால் ஒரு உயிர் போனது😑ஆழ்ந்த இரங்கல்💐,Disgust
அலட்சியம் !பெற்றோர்கள் உஷாராக இருக்க வேண்டிய செய்தி இது. பள்ளியில் எந்த மருத்துவ முகாம் நடந்தாலும் இனி கவனம் தேவை,Disgust
அலட்சியம் செய்வோரிடமும் அன்பை காட்டுகிறேன் என்பதிலிருக்கிறது என் மனநிறைவு :),Disgust
அலட்சியம் செய்வோரிடமும் அன்பை காட்டுகிறேன் என்பதிலிருக்கிறது என் மனநிறைவு.,Disgust
அலட்சியம் 😔😔😔😔,Disgust
அலட்சியம்: வயிற்று வலிக்கு டயாலிசிஸ் சிகிச்சை அளித்த எய்ம்ஸ் மருத்துவமனை- … pic.twitter.com/jZZObErBV4,Disgust
அலிகர் முஸ்லிம் பல்கலைக்கழகத்தின் அலட்சியத்தால் 5000 ஆண்டு பழமையான தொல்பொருட்கள் திருட்டு,Disgust
அலை அடித்ததென்றே அரவணைத்தோம்நிலை தெரிந்துகொண்டோம் நிறம் வெறுப்போம்#GoBackModi,Disgust
"அவஅவ அடுத்த ஃபிகரை பார்த்த ஒரே காரணத்துக்காக வெறுத்து ஓடிடறாங்க ,, pic.twitter.com/dHlSAgDSm6",Disgust
அவங்க கெஞ்சறப்ப நான் அலட்சியம் பண்ணே இப்ப அனுபவிக்கறேன்😢😢😢,Disgust
அவர் தலைவருக்கு அறிவுரை வழங்கும் அளவுக்கு புத்தி உள்ளவரா ? அய்யோ அசிங்கம் திராவிட உபிஸ் இதற்கு மேலேயும் சொல்வார்கள். Mr. வேட்டையார் அவரின் ஈழ பற்றை நாம் தாராளமாக கேள்வி என்ன அடித்து சொல்லலாம் அவர் ஓர் இன துரோகி,Disgust
அவர் ஜனநாயக முறைப்படி தான் தேர்ந்து எடுக்கப்பட்டார் என்பதை கமல் நம்பவில்லையா. RTI அல்லது Supreme Courtஐ அணுகலாமே. வெறுப்பு அரசியல் பேசினால் ஜெயிக்கலாம் என்று கமல் அவர்களும் நினைப்பது வேதனைக்குரியது...,Disgust
அவள் இன்னும் எனை ஏன் வெறுத்து மறைகிறாள்என்றும் அவள் எங்கள் வீட்டின் திருமகளாவாள்அந்த இனிய மகள் எனது தாய்க்கு மருமகள்ஆவாள்படம் :இருவர்உள்ளம்.கண்ணாதாசன் வரிகளில் KV மகாதேவன் இசையில் இனிமையான பாடல்திருமணம் நடந்த புதிதில் என் மனைவியை பார்த்து அடிக்கடி பாடுவேன்,Disgust
அவன அசிங்கம் அசிங்கமாக திட்டினாலும் அவனுக்கு உரைக்காது,Disgust
அவனுக்கு யாரு மேல்தான் வெறுப்பு இல்லை?? ஜாதியின் பெயர்களை paper-களிள் எழுதியிருந்தாலே போதும்!! இன்னும் கடுப்பு ஆக்கனுமா?? அந்த paper-ல் முதல்லில் தாழ்த்தப்பட்ட ஜாதியை எழுதுங்கள்.. பரட்டை தலையானுக்கு உச்சி நட்டுக்கும்..,Disgust
அவனை மேலோட்டமா பேசிட்டு இன்னும் காட்டாம பேசிருந்த வாழ்க்கையே வெறுத்து பிரஸ்மீட்ட கூட்டமாட்டான் சொட்டை சிஸ்டம் மெக்கானிக்,Disgust
அவன் : காவிரி மேலாண்மை வாரியம் அமைக்க தாமதப்படுத்தும் மத்திய அரசை கண்டித்து...நான் : சொல்லு ராசா...அவன் : கிரிக்கெட் பார்க்க போன தமிழர்களை அடித்தும் அவர் குடும்பத்தை அசிங்கமாக பேசியும்....நான் : pic.twitter.com/WkPbqFoTrO,Disgust
"அவன் அவன் விருப்பு வெறுப்பை எல்லாம் இந்த மாரி போராட்டத்துல தான் நிறைவேத்திக்குவானுங்க போல.கேட்டா மாநில உரிமை, திமுக வலிமை'னு ஏதாவது பெனாத்தவேண்டிது. …",Disgust
அவ்வளோ ஏமாற்றம் ...வெறுப்பு ...அவர் முகத்துல😕😕😕😕 sry,Disgust
அழுக்கு உருண்டை மண்ட காலி! 😁😁 pic.twitter.com/tTmMkxSRuI,Disgust
"அறை வாசல்வரை போன ஓ.பி.எஸ்.சை நிர்மலா சீதாராமன் சந்திக்க மறுத்து அவமானப்படுத்தியிருக்கிறார். இந்த அசிங்கத்துக்கு கண்டணம் தெரிவிக்க வேண்டிய மொத்த தமிழக அமைச்சர்களும் இன்னும் கொஞ்ச நேரத்தில் நிர்மலாவின் பிரதிநிதியாக, பிஜேபியின் பிரதிநிதியாக மாறி சப்பைக்கட்டு கட்டுவாங்க பாருங்க.",Disgust
"அன்புமணி ராமதாஸ் அதிமுக, திமுக வை வெறுக்கும் மக்கள் வரும் தேர்தலில் எங்களை தேர்வு செய்வார்கள். நாகரீக அரசியல் செய்கின்றோம். இது எங்களுக்கு ஒரு மிகப்பெரிய மைல்கல் தமிழகத்திற்கு மாற்றம் கொடுக்க மக்கள் தயாராகிவிட்டார்கள்.#AnbumaniRamadoss",Disgust
ஆட்சிக்கு வந்த உடன் முதல் நாள் முதல் கையெழுத்து பூரண மது விலக்கு கொள்கை கொண்ட கட்சி பாட்டாளி மக்கள் கட்சி.#PMK_30th_Year,Disgust
ஆமாம். யாரும் இவ்வளவு வெறுப்பை சம்பாதிக்க முடியுமான்னு ஆச்சரியப்படுகிறேன்! 🤔🤔,Disgust
ஆனா அஜீத்துக்கு அவன் ரசிகர்கள் தேவை இல்லை ! பட இதையும் சேத்து போடு 200% Verified line.....! pic.twitter.com/5t2GeO1RrY,Disgust
இங்கே மனித உயிர்கள் மலிவாகிவிட்டது. 100 ஆண்டுகாலம் வாழும் மனித உயிர் மற்றவர்களின் அலட்சியத்தால் நொடிப்பொழுதில் மடிந்துபோவது மன்னிக்க இயலாத குற்றம்.,Disgust
இந்த அசிங்கம் தேவையாடா தேவாங்குங்களா😂🐒🍌#அயிட்டத்தால்அறையப்பட்டவிஜய் pic.twitter.com/rklpcHyOOI,Disgust
இந்த வரி விலக்கு கூட போராடி தான் பெற வேண்டியுள்ளது,Disgust
இந்தாளு ஏன் இப்டி நிக்கான் மொதல்ல அந்த அழுக்கு கோட்டை கொண்டாந்து மாட்டுங்க நல்லா வாயாடாட்டும்😂😂😂😂👌👌👌👌 pic.twitter.com/cLc5o5poYQ,Disgust
"இந்துக்கள் டா வெங்காயம்! நீ சூத்திரன் சூத்திரன் னு சொன்னா எம் மதத்தின் மீது எனக்கு வெறுப்பு வந்துவிடும் என்று நினைக்கிறாயா? மூடனே! பாப்பானை கூட நீ விரட்டி விடலாம் ஆனால், எங்களை தொட கூட முடியாது",Disgust
"இருவரும் நேசிக்கும் போது இருந்தது,, நாளடைவில் ஒருவர் வெறுத்து இன்னொருவர் நேசிக்கும் போது அந்த அன்பு கூட மாறிவிடுகிறது... ☹️☹️ pic.twitter.com/idpvKNvEQn",Disgust
ஈரானுடன் வர்த்தகம் செய்யும் நாடுகளுக்கு பொருளாதார தடை விதிக்கப்படும் .அதில் இந்தியாவிற்கு மட்டும் விலக்கு _ அமெரிக்கா.டிரம்ப் தப்பிச்ச நீ..இந்தியாவை ஆள்வது சிங்கம்அந்த பயம் இருக்கனும்😂😂🤭🤭😍😍😜😜🤷🏼‍♂🤷🏼‍♂💪🏼💪🏼 pic.twitter.com/PySEIJg5eY,Disgust
உங்களுக்கு தேவை நீங்கள் விரும்பும் செய்தி.. அது பொய்யாக இருந்தாலும் உங்களுக்கு கவலை இல்லை.. நீங்களும் நம்பி அடுத்தவர்களையும் நம்ப வைத்து அதில் மகிழ்ச்சி அடைகிறீர்கள்.. கேள்வி கேட்டால் அசிங்கமாக திட்டுவீர்கள்.. இதை தான் உங்கள் தாயும் தமிழ் தாயும் விரும்புவார்களா??,Disgust
உண்மை தான் அன்று மத்திய அரசின் சதிதிட்டத்தாலும் தமிழக அரசின் அலட்சியத்தால் தான் நம்மை சிங்களவன் அடக்க நினைத்தான் தோழ் குடுக்க வேண்டிய நம் இனத்தை வழி நடத்திச் செல்லும் முதல்வர் அமைதி காத்தது தான் நம் தோல்வியும் அதான் விலைவாக நல்ல தலைவனை இலந்தோம். 😺,Disgust
உண்மை தான் எல்லார்க்கும் பிரச்சனை இருக்கு ஆனால் எனக்கு நிறைய இருக்கு போற இடம்னா அவமானம் அசிங்கம் தான்,Disgust
உண்மையாகவே உங்கள அசிங்கமான வார்த்தைகள்ள பேச விரும்பவில்லை... ஆனால் நீங்க பேச வைப்பிங்க போல....,Disgust
உனக்காக காத்திருப்பதுகூட வலிக்கவில்லைஆனா நான் காத்திருப்பேன் என்று தெரிந்தும் நீஎன்னை அலட்சியம் செய்வதுதான் என்னால் தாங்கமுடியவில்லைநீ என்னை விட்டுபோகதயங்குகிறாய்அதனால் நானே உன்னை விட்டு விலகிவிட்டேன்(Blocknum)ஆனா உன்நினைவுகளையாரலையும் pic.twitter.com/NwzBbdznxi,Disgust
உனக்கு அவசியம் என்ற வார்த்தைக்கு அர்த்தம் தெரியுமா..உன்னுடைய பதிவு அத்துனையுமே அலட்சியம்..புரிந்தால் நன்று...வரட்டா..,Disgust
"உன் கேள்வியே விடை,ரஜினியிடம் இல்லாத பணமா? அவர்கள் ஏனிந்த அசிங்கத்தை FACE பண்ணனும் ? அதுவும் ரஜினி அரசியல் பிரவேசம் செய்துள்ள இந்த சமையத்தில்? காரணம் லதாரஜினி தரப்பில் நியாயம் உள்ளதால் சட்டரீதியாக இதை அணுகுகிறார்கள். தலைப்பு செய்தியை வைத்து நீ கொச்சைப்படுத்தி ஆனந்தம் அடைகிறாய்.",Disgust
உன்னிடத்தில்நான் எப்போதும் சண்டையிடுவதால்எனை நீ ஒருபோதும் வெறுத்து விடாதே...!!!சண்டைக்கு பின்நீ சமாதானமாக தரும்அன்பு முத்தத்திற்காகவேநித்தம் காதல் யுத்தத்தைநான் தொடர்கிறேன்...!!! 💝#என்_கிறுக்கா💝 pic.twitter.com/12QTNiKzyB,Disgust
உன்னை எப்படி திட்டினாலும் திட்டுற வார்த்தைக்கு அசிங்கம்.,Disgust
உன்னோடு ஒவ்வொரு நாளும் வாழ வேண்டும் என்பதற்காக நீ இல்லா என்னுடைய ஒவ்வொரு நிமிடத்தை யும் வெறுப்பாக கடக்கின்றேனடி...!,Disgust
ஊழலின் ஊற்றுக்கண்ணே பாசிசபாஜக ஆட்சிதான்..அப்புறம் என்ன சட்டம் ஒழுங்கா???சந்நிசரிக்கிறது பாஜக ஆளும் மாநிலங்களில்வந்துட்டாரு வெக்கமே இல்லாம பேசஉன் முதுகில் வண்டிகணக்கில் அழுக்கு இருக்கு அடுத்தவன் முதுகை குறைசொல்ல வந்துட்டார்#GoBackAmitShah#GetOutAmithshah,Disgust
என்னால் எத வேணாலும் தாங்கிக்க முடியும் ஆனா உன்னோட வெறுப்பை மட்டும்என்னாலே தாங்கிக்கவே முடியாது டா😔😓#என்_ராட்சசா❤ pic.twitter.com/wUpy4zPIAt,Disgust
பார்ப்பன பன்றியோஇல்லபார்ப்பன புடுக்கோ...நீ பூணூல் பொருக்கிகளின் பூணூலை அறுத்துட்டு வந்து பொங்கு...இல்லைனாஎல்லாத்தையும் மூடிக்கிட்டு இரு....அப்புறம் அசிங்க அசிங்கமாக திட்டுவேன்,Disgust
வெறுத்த போது இருந்த சந்தோசம் உறவுகள் எல்லாம்..#வாழ போது இல்லையே...,Disgust
8 பேரு மட்டும் இல்ல இந்த மாதிரி அசிங்கம் புடிச்சவனுங்க எல்லாரையும்,Disgust
அதான் கா நேத்து எதுவுமே செய்ய முடியல!!!!வெறுப்பு,Disgust
அய்யகோ அசிங்கம் பட்டான் அமித்ஷா,Disgust
அலோ எடுபிடி எடப்பாடி ஐயா இந்த அசிங்கம் தேவையா மானம் இருக்கிறவனுக்கு இதை பார்த்தால் ரோசம் வரும் ஆனால் உங்களுக்கு எப்படி👇 pic.twitter.com/SbveBkOHsk,Disgust
"அவளையும் இந்த ஊடகங்கள் விவாததிற்க்கு அழைக்கின்றதே அதுதான் வேதனையின் உச்சம்!கருத்தாளமிக்க விவாதங்களில் அவளும் விவாதிக்க அந்த சபையில் இருக்கும் போது அருவருப்பாக இருக்கிறது,மாறுமா ஊடகங்கள்?",Disgust
"1,86,000 ஊழலின் அண்ணா வெறும் 100 கோடி அதுவும் ரக்தசம்பந்தமற்ற சம்பந்தி விமர்சனம் அசிங்கமாக தெரியலை?மற்ற மாநிலங்களில் மழை பெய்யும் போதே தெரியுது கன்னட ஈவேரா ஆந்திர சின்னமேளமிருப்பதால் மழைவரலை என. ஆனாலும் கூட லண்டனில் இருக்கும் போது மட்டுமே மழை என்பது 8 கோடி …",Disgust
"அதென்ன பிரபாகரன், மதிவதனி, துவாரகன்? அவர்களை தூற்றலைனு கவலைப்படுற மாதிரி இருக்கு? இந்த சல்லி நாய் க்காக அவர்களை கேடயமாக பயன்படுத்துவது கேடுகெட்ட சில்றத்தனம். த்தூ 💦அசிங்கத்தை தின்னும் நாய்களா... …",Disgust
அரசுக்கு நல்ல பெயர் உள்ளதால் மக்களிடையே வெறுப்புணர்ச்சியை ஏற்படுத்த முயற்சி- முதல்வர் எடப்பாடி பழனிசாமிஆமாம் பின்ன இவுனுங்கள ஓட்டுன மாறி இதுவரிக்கும் எந்த கட்சியையும் ஒட்டுனது இல்ல pic.twitter.com/oFpTEwKE1S,Disgust
இவன் வாய் சாக்கடை ய விட நாறுது.இவன் என் வாய் நாற்றம் பத்தி பேசுறான்.போடா சில்ற கூதி.#Immaturity,Disgust
"""என்னை யாராவது புகழ்ந்தாலே அருவருப்பாக இருக்கிறது"" @ சொம்புமணிஆக்ஸிடெண்ட் ஆன அம்பாஸிடர் காரை புது மாடல் ஆடி கார்னு சொன்னா அருவருப்பாகத் தான் இருக்கும்",Disgust
"""கும்பல் கொலைகள் நமது வரலாற்றின் இருண்ட, வெறுக்கத்தக்க பகுதி. மீண்டும் இதனை செய்யாமலிருக்க இதனை நாம் ஒப்புக்கொள்ளவேண்டும்.""",Disgust
-#BiggBossTamil ஜட்டிய துவைக்க சொன்னாங்க - Biggboss Mamathi chari பரபரப்பு பேட்டி- Interview Watch video pic.twitter.com/mWe9KbYqok,Disgust
*வெறுத்து போச்சு,Disgust
"@19SIVA25 அதிமுகவும்,திமுகவும் எங்களால் தான்டா ஆட்சியே பிடித்தீர்கள்....நீங்க 89பேரை வைச்சிகிட்டு நாக்கு வழிக்கிறீர்களே...அசிங்கமாக இல்லையடா உங்களுக்கு.....",Disgust
@4geeyar அது முடவன் கொம்பு தேனுக்கு ஆசைபட்ட கதை... வாஜ்பாய் காலம் வேறு.. இப்போது இந்துத்வா வெறியர்களை முழுமையாக கொண்டது தமிழக மக்கள் வெறுக்கும் யை தளபதி அவர்கள் தலைமயிலான என்றும் ஏற்காது,Disgust
@5CuVgK2d63CNhGi ஆம நி எல்லரையிம் ஊம்பில பொலைக்கிர அப்பரம் எப்படி நி தமிழன் ஆவ ஒருவேலை ஊம்புரத உலைக்கிரத ஊம்புரதுன்னு நினைக்கிர போல. சரியன்ன அசிங்கம் புடுச்சவன்ன இருக்க😝😝😝,Disgust
"1937 ல் இருந்து ராஜாஜி கொண்டு வந்த மது விலக்கு கொள்கையை அதன் பிறகு ஆட்சி செய்த காமராஜர்,பக்தவாச்சலம் மற்றும் அண்ணா போன்றவர்கள் 1968 வரை பின்பற்றி வந்தனர்.ஆனால் கலைஞ்சர் 1971 ல் அதை மாற்றி மதுவிலக்கை நீக்கி மக்களை குடிகாரர்களாக்கியதுதான் வரலாற்று பெருமை.#திருட்டு_திமுக",Disgust
1991-1996க்கு சற்றும் குறைந்ததல்ல 2006-2011ஆட்சி. அதன் விளைவே ஏழாவது வருடமாக தொடர்ந்து எதிர்கட்சியாக...அதுவும் ஒரு சிஎம்ஏ ஊழல் குற்றவாளியாக உள் சென்று வந்த பின்னும்... எந்தளவுக்கு மக்கள் வெறுப்பாக இருந்திருந்தால் திமுகவுக்கு இப்படி ஒரு நிலை வந்திருக்கும்,Disgust
Bigg Boss2 படு கேவலமா போகுது டாஸ்க்ன்னு பேருல சாப்பாட்டுக்காக பசியோட வருகிறவர்களை கேவலமாக நடத்துவதும் பசியும் பட்டினியுமா அவர்களை வருத்துவது ஒரு பக்கம் இன்னொரு பக்கம் இன்னும் திருந்தாத மஹத் / யாஷிகாவின் அசிங்கங்கள் அதைப்பார்த்து ரசிப்பதற்காக அவர்களை உள்ளே வைத்திருக்கும் Bigg Boss,Disgust
BJP வெறுப்பு.. வேறென்ன இருக்க முடியும்,Disgust
Modi பன்றத தான் டிவிட்டா போடுறோம் ஒண்ணும் புதுசா போடலை!மோடி pm ah இருக்கறதே இந்தியாக்கு degrade தான்இந்த டிவிட்டு நாள இந்தியாக்கு அசிங்கம் நீ நினைச்சினாநீ சைனாக்கு ஓடு,Disgust
"Roflmaxxx இப்ப நான் விஜய் ஒரு ர‌ஜினி ரசிகர் இல்லை னு சொல்லவே இல்ல.. நான் ர‌ஜினி யை வெறுத்தது இல்லை.. But நீங்க எப்ப தளபதி பத்தி கேவலமா பேசுனீங்களோ, தளபதி ரசிகர்கள் கிட்ட மோதினீங்களோ அப்பவே வெறுத்தோம்..",Disgust
அ.தி.மு.க காரன்னு நினைச்சிருந்தா அசிங்கமான வார்த்தை பயன்படுத்தி இருப்பேன் தலை :),Disgust
அசிங்கம் அடுத்த வாரம் மூத்திரம்,Disgust
அட ராமா பொருள் பிழையை சொல்லவில்லை. விட்டாக்கா இனி தினதந்தி தினமலர்ல வர்ற செய்தியெல்லாம் கவிதைன்னு சொல்லிருவானுங்கலாட்டாம இருக்கு... கண்ணீர் அஞ்சலி தகவல்கூட கவிதை ஆயிருமா உங்கள் இந்துமத வெறுப்பு கவிச்சக்கரவர்த்தியை ஒரு நாயுடன் ஒப்பிடும் அளவுக்கு கொண்டு சென்றுள்ளது.,Disgust
"அட வெக்கங் கெட்டவங்களா , அதுக்குத் தான் நுண் நீர் பாசனம் , சொட்டு நீர் பாசனம் னு வேற பெயர் இருக்கு ல , அந்த எச்ச சிறுநீர் பாசனம்னு உளறுனதுக்கு ஏன்டா முட்டு குடுக்குறீங்க அசிங்கம் புடிச்சவங்களா ...#micro_irrigation#சிறுநீர்HRaja",Disgust
அடக் கடவுளே அழுக்கான உள்ளாடையைக் கூடவா கழுவ வைப்பது? பிக்பாஸ் வீட்டில் நடந்ததை அம்பலப்படுத்திய மமதி …,Disgust
அடேய் சங்கிகளா.!உங்க மேல எவ்வளவு வெறுப்பு வந்திருந்தா சுப்பி மாமுவே எங்க பக்கம் வந்திருப்பாரு.! 😂😂😂#WelcomeStalin pic.twitter.com/id8tft5kRG,Disgust
அதனால் தான் நானே ராசா நானே மந்திரினு ஊரை அடிச்சி உலைல போட்டீங்க இப்போ நாக்கு வழிக்கிறீங்க.திமுக னாலே பொதுமக்களுக்கு ஒரு வெறுப்பு வரும் அளவுக்கு ஆட்டம்.,Disgust
"அந்த குழந்தைகளின் சாப்பாடு அசுத்தம் இல்லை, அந்த பெற்றோர்கள் மனம் தான் விஷம். அடுத்த தலைமுறைக்கு அதை விதைக்கிறது இந்த கேவலமான செயல். …",Disgust
"அந்த வீட்டில் பொறாமை வெறுப்பு, ஈகோ.. என்னால் இருக்கவே முடியாது - பிக்பாஸ் ரம்யா …",Disgust
அந்த வெறுப்பு அவன் பிறந்த இனத்துல இருந்து வந்தது...,Disgust
அப்போ வைஷ்ணவி பொன்னம்பலம் ஜனனி பாலாஜி எல்லோருக்கும் ஜால்ராதான் போடுது சேர்த்து ஒற்றுக் கொள்ளுங்கள்.. குறிப்பா பொன்னம்பலம் கெட்ட வார்த்தை பேசினதாக சொன்ன வைஷ்ணவி இப்போ சித்தப்பா னு பேசுறது ஜால்ராதான் பொன்னமலம் ஒரு அசிங்கம் புடிச்சவன் சேது ஒற்றுக் கொள்ளுங்கள் நம்புறோம் 😂😂😂🤭🤭,Disgust
அமித்சாவ எதுக்கு இப்போ இழுத்து விட்ர ஏற்கனவே நாற்றம் தாங்கல இதுவேரயா .பாஜக …,Disgust
அமுதன் அசிங்கமான அவசாரி,Disgust
"அரசியல தான்டி தமிழக மக்களிடையே இலங்கை மக்களுக்கு ஆதரவு ஓங்கி இருக்கு ஆனா இந்த சில புலம்பெய்ரந்த இலங்கை தமிழர் பெரியாரை தனிபட்ட முறையில் கோச்சைப்படுத்துவதும், சாதி பேதம் தூண்டுவது அருவருப்பானது, கண்டனத்துக்கு உரியது. இதில் கள் வேறுபட்டவர்கள்.",Disgust
"அரசியல் என்றபெயரில்அசிங்கங்கள் அரங்கேற்றம்ஆகுதுதமிழ்மண்ணின்மக்களை 200,300க்குவிலைபேசும்விந்தை......",Disgust
அரசியல் நாற்றத்தின் உச்சம் = வை. கோபால் சாமி நாயுடு. …,Disgust
அரசியல்வாதிகளுக்குள்ளும்' முற்போக்குவாதிகளுக்குள்ளும்' எத்தனை முடை நாற்றம் எடுத்த ஊழல்வாதிகள் ஒளிந்திருக்கிறார்கள்' அதுபோல்தானே?,Disgust
அரத மொக்கை சங்கிகளை அன்றாடம் அழைத்து வந்து கத்தவிட்டு மக்கள் மனதில் கடும் வெறுப்பை வளரவைத்த ஊடகங்கள் வாழ்க. உங்கள் பணி தொடரட்டும்,Disgust
அருவருக்கும் செயல்களே திமுக. அன்று முதல் இன்று வரை திமுக அப்படித்தான்.,Disgust
அருவருப்பான அரசியல்வாதி தெருமா.இவன் அப்பன் பெயர் தொல்காப்பியனாம்.தொல்காப்பியர் தூக்கில தொங்கிட்டார்,Disgust
அருவருப்பான ஆண்சமூகம்! பெண்களை சொல்லி கவனமாக வளர்க்கவேண்டும்!,Disgust
அருவருப்பான கூட்டம்.,Disgust
அருவருப்பான பதிவை போட்டு விட்டு எவ்வுளவு சுலபமாக பொய் பேசி தப்பித்து விடுகிறார்கள்.... கேவலம்,Disgust
அருவருப்பான பிறவிகள் …,Disgust
அருவருப்பான விலங்கினங்கள்...,Disgust
அருவருப்பானது.எந்த பெண்ணும் சொல்ல கூசுவது . அந்த பொய் .,Disgust
அருவருப்பின் உச்சம். மெண்டல்கள்,Disgust
அருவருப்பு அற்றவர்கள் பேசலாமா தீண்டாமை பற்றி 💦💦#எகீ,Disgust
அருவெறுக்கத்தக்க ஈன பிறவிகள் இவர்களை மிருகங்கள் என்று சொன்னால் அந்த மிருகங்களுக்கு தான் அசிங்கம் கேவலமான பிறவிகள்😡😡😡😠😠😠😠😠,Disgust
அரை நிர்வாணமா போராட்டம் பண்ணப்போ இவா பக்கம் பெரிய நியாயம் இருக்கும்னு நினச்சேன் ஆனா கடைசில 5 கோடி ராம்கோபால் வர்மா கிட்ட வாங்கிட்டுதான் போராடுற மாதிரி நடிச்சிருக்கா.. இவாளால சினி field ல இருக்குற மத்த பெண்களுக்குத்தான் அசிங்கம்,Disgust
"அல்ல,, பா.ஜ. வின் இரு வேறு குள்ளநரிகள்.. அதிலும் கமல் ஆரியத்தை மொத்த உருவம்.. இரண்டுபேரும் வெறுத்து ஒதுக்கப்படவேண்டியவர்கள்.",Disgust
அவருகென்ன... நம்மோடு வாழ்ந்து பார்த்தால் தானே யதார்த்தம் தெரியும்... எல்லாம் அசிங்கமான அரசியல் இதில் இவருக்கும் விதிவிலக்கல்ல,Disgust
"அவருக்கு மட்டும் சமகிருத வெறுப்பு இல்லை எனக்கும் அதேவெறுப்பு தான் நீங்கள் ஏன் தமிழன் பிராமணன் என்று பெயரை வைத்துகொண்டு சமகிருதத்தை உயர்த்தி பிடிக்கிறீர், தமிழரா இல்லையா?",Disgust
அவர் என் கன்னத்தில் தட்டியது அருவருப்பாக இருந்தது. பல முறை முகத்தை தண்ணீர் விட்டு கழுவினேன்.- செய்தியாளர் லக்ஷ்மி சுப்ரமனியன்பாலியல் & பலாத்கார கட்சி (பாஜக) pic.twitter.com/IylZqekYtk,Disgust
